year,month,day,dayInYear,time,temperature
2017,9,24,267,00:00:00,28.0532
2017,9,24,267,00:10:00,28.5003
2017,9,24,267,00:20:00,28.6226
2017,9,24,267,00:30:00,28.8944
2017,9,24,267,00:40:00,28.9773
2017,9,24,267,00:50:00,28.961
2017,9,24,267,01:00:00,28.7264
2017,9,24,267,01:10:00,28.9148
2017,9,24,267,01:20:00,28.8828
2017,9,24,267,01:30:00,29.4619
2017,9,24,267,01:40:00,29.6215
2017,9,24,267,01:50:00,30.1963
2017,9,24,267,02:00:00,30.1442
2017,9,24,267,02:10:00,29.9311
2017,9,24,267,02:20:00,30.3035
2017,9,24,267,02:30:00,30.1528
2017,9,24,267,02:40:00,31.0821
2017,9,24,267,02:50:00,31.7676
2017,9,24,267,03:00:00,31.861
2017,9,24,267,03:10:00,31.5468
2017,9,24,267,03:20:00,31.4527
2017,9,24,267,03:30:00,31.8589
2017,9,24,267,03:40:00,31.6627
2017,9,24,267,03:50:00,32.4392
2017,9,24,267,04:00:00,32.5755
2017,9,24,267,04:10:00,32.2035
2017,9,24,267,04:20:00,32.1094
2017,9,24,267,04:30:00,32.2266
2017,9,24,267,04:40:00,32.3683
2017,9,24,267,04:50:00,32.2681
2017,9,24,267,05:00:00,33.3905
2017,9,24,267,05:10:00,32.8138
2017,9,24,267,05:20:00,33.0858
2017,9,24,267,05:30:00,34.2662
2017,9,24,267,05:40:00,33.3951
2017,9,24,267,05:50:00,32.7929
2017,9,24,267,06:00:00,34.0544
2017,9,24,267,06:10:00,34.3522
2017,9,24,267,06:20:00,32.8954
2017,9,24,267,06:30:00,33.9527
2017,9,24,267,06:40:00,34.4127
2017,9,24,267,06:50:00,33.9742
2017,9,24,267,07:00:00,33.4258
2017,9,24,267,07:10:00,33.6383
2017,9,24,267,07:20:00,34.2754
2017,9,24,267,07:30:00,35.0503
2017,9,24,267,07:40:00,34.9784
2017,9,24,267,07:50:00,34.5557
2017,9,24,267,08:00:00,35.175
2017,9,24,267,08:10:00,36.0924
2017,9,24,267,08:20:00,35.3209
2017,9,24,267,08:30:00,34.2605
2017,9,24,267,08:40:00,35.638
2017,9,24,267,08:50:00,35.0847
2017,9,24,267,09:00:00,33.8164
2017,9,24,267,09:10:00,33.7396
2017,9,24,267,09:20:00,33.0659
2017,9,24,267,09:30:00,33.8637
2017,9,24,267,09:40:00,33.9655
2017,9,24,267,09:50:00,33.374
2017,9,24,267,10:00:00,33.3035
2017,9,24,267,10:10:00,33.2814
2017,9,24,267,10:20:00,32.9207
2017,9,24,267,10:30:00,32.5958
2017,9,24,267,10:40:00,32.5942
2017,9,24,267,10:50:00,32.5094
2017,9,24,267,11:00:00,32.4693
2017,9,24,267,11:10:00,32.2602
2017,9,24,267,11:20:00,32.4593
2017,9,24,267,11:30:00,32.1523
2017,9,24,267,11:40:00,32.1543
2017,9,24,267,11:50:00,32.1956
2017,9,24,267,12:00:00,32.3642
2017,9,24,267,12:10:00,31.9989
2017,9,24,267,12:20:00,31.9918
2017,9,24,267,12:30:00,31.8699
2017,9,24,267,12:40:00,31.7572
2017,9,24,267,12:50:00,31.7091
2017,9,24,267,13:00:00,31.7099
2017,9,24,267,13:10:00,31.6687
2017,9,24,267,13:20:00,31.5938
2017,9,24,267,13:30:00,31.5645
2017,9,24,267,13:40:00,31.3549
2017,9,24,267,13:50:00,30.8758
2017,9,24,267,14:00:00,30.6373
2017,9,24,267,14:10:00,30.4231
2017,9,24,267,14:20:00,30.1493
2017,9,24,267,14:30:00,29.9266
2017,9,24,267,14:40:00,29.7859
2017,9,24,267,14:50:00,29.6883
2017,9,24,267,15:00:00,29.7574
2017,9,24,267,15:10:00,29.7629
2017,9,24,267,15:20:00,29.5852
2017,9,24,267,15:30:00,29.6544
2017,9,24,267,15:40:00,29.5595
2017,9,24,267,15:50:00,29.656
2017,9,24,267,16:00:00,29.2367
2017,9,24,267,16:10:00,29.2815
2017,9,24,267,16:20:00,29.2227
2017,9,24,267,16:30:00,29.3093
2017,9,24,267,16:40:00,29.1693
2017,9,24,267,16:50:00,29.1781
2017,9,24,267,17:00:00,29.1886
2017,9,24,267,17:10:00,28.9901
2017,9,24,267,17:20:00,29.0035
2017,9,24,267,17:30:00,28.9963
2017,9,24,267,17:40:00,29.1333
2017,9,24,267,17:50:00,29.1267
2017,9,24,267,18:00:00,29.0297
2017,9,24,267,18:10:00,29.2202
2017,9,24,267,18:20:00,29.1251
2017,9,24,267,18:30:00,29.034
2017,9,24,267,18:40:00,28.8417
2017,9,24,267,18:50:00,28.6625
2017,9,24,267,19:00:00,28.6974
2017,9,24,267,19:10:00,28.5694
2017,9,24,267,19:20:00,28.6426
2017,9,24,267,19:30:00,28.4149
2017,9,24,267,19:40:00,28.3036
2017,9,24,267,19:50:00,28.1849
2017,9,24,267,20:00:00,28.197
2017,9,24,267,20:10:00,28.1345
2017,9,24,267,20:20:00,28.071
2017,9,24,267,20:30:00,27.9362
2017,9,24,267,20:40:00,27.9106
2017,9,24,267,20:50:00,27.9201
2017,9,24,267,21:00:00,27.8924
2017,9,24,267,21:10:00,27.8606
2017,9,24,267,21:20:00,27.8169
2017,9,24,267,21:30:00,27.622
2017,9,24,267,21:40:00,27.62
2017,9,24,267,21:50:00,27.652
2017,9,24,267,22:00:00,27.5921
2017,9,24,267,22:10:00,27.5967
2017,9,24,267,22:20:00,27.5195
2017,9,24,267,22:30:00,27.5383
2017,9,24,267,22:40:00,27.7707
2017,9,24,267,22:50:00,27.6349
2017,9,24,267,23:00:00,27.5653
2017,9,24,267,23:10:00,27.5718
2017,9,24,267,23:20:00,27.5734
2017,9,24,267,23:30:00,27.584
2017,9,24,267,23:40:00,27.4861
2017,9,24,267,23:50:00,27.3162
2017,9,25,268,00:00:00,27.377
2017,9,25,268,00:10:00,27.4772
2017,9,25,268,00:20:00,27.7342
2017,9,25,268,00:30:00,28.0695
2017,9,25,268,00:40:00,28.1723
2017,9,25,268,00:50:00,28.3355
2017,9,25,268,01:00:00,28.4357
2017,9,25,268,01:10:00,28.6794
2017,9,25,268,01:20:00,28.6354
2017,9,25,268,01:30:00,28.719
2017,9,25,268,01:40:00,28.952
2017,9,25,268,01:50:00,29.0356
2017,9,25,268,02:00:00,29.0438
2017,9,25,268,02:10:00,28.9877
2017,9,25,268,02:20:00,28.9496
2017,9,25,268,02:30:00,28.98
2017,9,25,268,02:40:00,29.1269
2017,9,25,268,02:50:00,29.0048
2017,9,25,268,03:00:00,29.0862
2017,9,25,268,03:10:00,28.9356
2017,9,25,268,03:20:00,28.7286
2017,9,25,268,03:30:00,28.8176
2017,9,25,268,03:40:00,28.6975
2017,9,25,268,03:50:00,28.6324
2017,9,25,268,04:00:00,28.6706
2017,9,25,268,04:10:00,27.8751
2017,9,25,268,04:20:00,27.1665
2017,9,25,268,04:30:00,27.1959
2017,9,25,268,04:40:00,26.7769
2017,9,25,268,04:50:00,26.4277
2017,9,25,268,05:00:00,26.0239
2017,9,25,268,05:10:00,25.6181
2017,9,25,268,05:20:00,25.754
2017,9,25,268,05:30:00,25.8148
2017,9,25,268,05:40:00,25.7189
2017,9,25,268,05:50:00,25.7644
2017,9,25,268,06:00:00,26.0942
2017,9,25,268,06:10:00,26.1926
2017,9,25,268,06:20:00,26.1429
2017,9,25,268,06:30:00,26.2639
2017,9,25,268,06:40:00,26.2599
2017,9,25,268,06:50:00,26.4026
2017,9,25,268,07:00:00,26.2111
2017,9,25,268,07:10:00,26.1091
2017,9,25,268,07:20:00,25.8887
2017,9,25,268,07:30:00,25.784
2017,9,25,268,07:40:00,25.8496
2017,9,25,268,07:50:00,25.954
2017,9,25,268,08:00:00,26.0679
2017,9,25,268,08:10:00,26.1614
2017,9,25,268,08:20:00,26.1721
2017,9,25,268,08:30:00,26.0417
2017,9,25,268,08:40:00,25.9171
2017,9,25,268,08:50:00,26.0165
2017,9,25,268,09:00:00,26.1952
2017,9,25,268,09:10:00,26.4675
2017,9,25,268,09:20:00,26.5056
2017,9,25,268,09:30:00,26.4078
2017,9,25,268,09:40:00,26.3612
2017,9,25,268,09:50:00,26.1224
2017,9,25,268,10:00:00,26.1667
2017,9,25,268,10:10:00,26.1081
2017,9,25,268,10:20:00,26.2747
2017,9,25,268,10:30:00,26.2192
2017,9,25,268,10:40:00,26.1469
2017,9,25,268,10:50:00,26.0454
2017,9,25,268,11:00:00,26.0016
2017,9,25,268,11:10:00,25.9041
2017,9,25,268,11:20:00,25.892
2017,9,25,268,11:30:00,25.8953
2017,9,25,268,11:40:00,25.9219
2017,9,25,268,11:50:00,25.9111
2017,9,25,268,12:00:00,25.7774
2017,9,25,268,12:10:00,25.8344
2017,9,25,268,12:20:00,25.8821
2017,9,25,268,12:30:00,26.0497
2017,9,25,268,12:40:00,25.9912
2017,9,25,268,12:50:00,25.8812
2017,9,25,268,13:00:00,26.0009
2017,9,25,268,13:10:00,25.8919
2017,9,25,268,13:20:00,25.6009
2017,9,25,268,13:30:00,25.6213
2017,9,25,268,13:40:00,25.8463
2017,9,25,268,13:50:00,25.7997
2017,9,25,268,14:00:00,25.8471
2017,9,25,268,14:10:00,25.9728
2017,9,25,268,14:20:00,25.9564
2017,9,25,268,14:30:00,25.9397
2017,9,25,268,14:40:00,25.9249
2017,9,25,268,14:50:00,25.8264
2017,9,25,268,15:00:00,25.7252
2017,9,25,268,15:10:00,25.8111
2017,9,25,268,15:20:00,25.8346
2017,9,25,268,15:30:00,25.8942
2017,9,25,268,15:40:00,25.9274
2017,9,25,268,15:50:00,25.9235
2017,9,25,268,16:00:00,25.9566
2017,9,25,268,16:10:00,25.9272
2017,9,25,268,16:20:00,25.9833
2017,9,25,268,16:30:00,25.9798
2017,9,25,268,16:40:00,26.0242
2017,9,25,268,16:50:00,25.9548
2017,9,25,268,17:00:00,25.8415
2017,9,25,268,17:10:00,25.7466
2017,9,25,268,17:20:00,25.6696
2017,9,25,268,17:30:00,25.6733
2017,9,25,268,17:40:00,25.7071
2017,9,25,268,17:50:00,25.8233
2017,9,25,268,18:00:00,25.8747
2017,9,25,268,18:10:00,25.7869
2017,9,25,268,18:20:00,25.8222
2017,9,25,268,18:30:00,25.8227
2017,9,25,268,18:40:00,25.902
2017,9,25,268,18:50:00,26.0055
2017,9,25,268,19:00:00,26.0776
2017,9,25,268,19:10:00,25.9409
2017,9,25,268,19:20:00,25.9113
2017,9,25,268,19:30:00,25.8825
2017,9,25,268,19:40:00,25.8748
2017,9,25,268,19:50:00,26.0252
2017,9,25,268,20:00:00,26.0977
2017,9,25,268,20:10:00,26.1646
2017,9,25,268,20:20:00,26.2388
2017,9,25,268,20:30:00,26.0999
2017,9,25,268,20:40:00,26.0647
2017,9,25,268,20:50:00,26.1057
2017,9,25,268,21:00:00,25.9537
2017,9,25,268,21:10:00,26.0569
2017,9,25,268,21:20:00,25.8896
2017,9,25,268,21:30:00,25.8834
2017,9,25,268,21:40:00,25.9679
2017,9,25,268,21:50:00,26.0995
2017,9,25,268,22:00:00,26.0688
2017,9,25,268,22:10:00,26.1491
2017,9,25,268,22:20:00,26.2807
2017,9,25,268,22:30:00,26.2741
2017,9,25,268,22:40:00,26.2477
2017,9,25,268,22:50:00,26.0861
2017,9,25,268,23:00:00,25.8749
2017,9,25,268,23:10:00,25.8952
2017,9,25,268,23:20:00,25.8605
2017,9,25,268,23:30:00,26.0971
2017,9,25,268,23:40:00,26.496
2017,9,25,268,23:50:00,26.8315
2017,9,26,269,00:00:00,27.1597
2017,9,26,269,00:10:00,27.6427
2017,9,26,269,00:20:00,27.9645
2017,9,26,269,00:30:00,28.148
2017,9,26,269,00:40:00,28.7624
2017,9,26,269,00:50:00,29.2008
2017,9,26,269,01:00:00,29.6013
2017,9,26,269,01:10:00,29.367
2017,9,26,269,01:20:00,29.9433
2017,9,26,269,01:30:00,30.0265
2017,9,26,269,01:40:00,29.182
2017,9,26,269,01:50:00,30.1079
2017,9,26,269,02:00:00,29.8877
2017,9,26,269,02:10:00,29.7873
2017,9,26,269,02:20:00,29.1652
2017,9,26,269,02:30:00,29.9913
2017,9,26,269,02:40:00,29.5373
2017,9,26,269,02:50:00,29.68
2017,9,26,269,03:00:00,29.807
2017,9,26,269,03:10:00,29.8846
2017,9,26,269,03:20:00,30.1129
2017,9,26,269,03:30:00,29.6687
2017,9,26,269,03:40:00,29.6233
2017,9,26,269,03:50:00,30.1974
2017,9,26,269,04:00:00,30.2467
2017,9,26,269,04:10:00,30.6615
2017,9,26,269,04:20:00,31.0057
2017,9,26,269,04:30:00,31.5579
2017,9,26,269,04:40:00,31.9837
2017,9,26,269,04:50:00,31.6872
2017,9,26,269,05:00:00,31.6878
2017,9,26,269,05:10:00,31.3748
2017,9,26,269,05:20:00,30.69
2017,9,26,269,05:30:00,30.2022
2017,9,26,269,05:40:00,29.2211
2017,9,26,269,05:50:00,28.9268
2017,9,26,269,06:00:00,28.6166
2017,9,26,269,06:10:00,28.51
2017,9,26,269,06:20:00,28.5784
2017,9,26,269,06:30:00,29.7771
2017,9,26,269,06:40:00,29.417
2017,9,26,269,06:50:00,30.0425
2017,9,26,269,07:00:00,30.1914
2017,9,26,269,07:10:00,30.1682
2017,9,26,269,07:20:00,30.2009
2017,9,26,269,07:30:00,30.1587
2017,9,26,269,07:40:00,29.2568
2017,9,26,269,07:50:00,28.8802
2017,9,26,269,08:00:00,28.9982
2017,9,26,269,08:10:00,29.395
2017,9,26,269,08:20:00,28.629
2017,9,26,269,08:30:00,28.9181
2017,9,26,269,08:40:00,29.256
2017,9,26,269,08:50:00,29.243
2017,9,26,269,09:00:00,30.0566
2017,9,26,269,09:10:00,30.4905
2017,9,26,269,09:20:00,30.2437
2017,9,26,269,09:30:00,29.5596
2017,9,26,269,09:40:00,28.7697
2017,9,26,269,09:50:00,27.8986
2017,9,26,269,10:00:00,28.0839
2017,9,26,269,10:10:00,28.1276
2017,9,26,269,10:20:00,28.1728
2017,9,26,269,10:30:00,28.3026
2017,9,26,269,10:40:00,28.1328
2017,9,26,269,10:50:00,27.8196
2017,9,26,269,11:00:00,27.9328
2017,9,26,269,11:10:00,27.7486
2017,9,26,269,11:20:00,27.7893
2017,9,26,269,11:30:00,27.8873
2017,9,26,269,11:40:00,27.972
2017,9,26,269,11:50:00,27.942
2017,9,26,269,12:00:00,28.0975
2017,9,26,269,12:10:00,28.3535
2017,9,26,269,12:20:00,28.2547
2017,9,26,269,12:30:00,28.3151
2017,9,26,269,12:40:00,28.3629
2017,9,26,269,12:50:00,28.008
2017,9,26,269,13:00:00,28.0409
2017,9,26,269,13:10:00,28.1419
2017,9,26,269,13:20:00,28.1536
2017,9,26,269,13:30:00,28.1343
2017,9,26,269,13:40:00,28.3102
2017,9,26,269,13:50:00,28.4061
2017,9,26,269,14:00:00,28.3916
2017,9,26,269,14:10:00,28.3212
2017,9,26,269,14:20:00,28.2023
2017,9,26,269,14:30:00,28.1044
2017,9,26,269,14:40:00,28.023
2017,9,26,269,14:50:00,28.0363
2017,9,26,269,15:00:00,28.0086
2017,9,26,269,15:10:00,28.0808
2017,9,26,269,15:20:00,27.9641
2017,9,26,269,15:30:00,27.9665
2017,9,26,269,15:40:00,27.9721
2017,9,26,269,15:50:00,27.9319
2017,9,26,269,16:00:00,27.9616
2017,9,26,269,16:10:00,27.8922
2017,9,26,269,16:20:00,28.1128
2017,9,26,269,16:30:00,28.2908
2017,9,26,269,16:40:00,28.0269
2017,9,26,269,16:50:00,27.9663
2017,9,26,269,17:00:00,27.7479
2017,9,26,269,17:10:00,27.7698
2017,9,26,269,17:20:00,27.7398
2017,9,26,269,17:30:00,27.6167
2017,9,26,269,17:40:00,27.5596
2017,9,26,269,17:50:00,27.4433
2017,9,26,269,18:00:00,27.3548
2017,9,26,269,18:10:00,27.3298
2017,9,26,269,18:20:00,27.1819
2017,9,26,269,18:30:00,27.2129
2017,9,26,269,18:40:00,27.2322
2017,9,26,269,18:50:00,27.1717
2017,9,26,269,19:00:00,27.0898
2017,9,26,269,19:10:00,27.0148
2017,9,26,269,19:20:00,26.9199
2017,9,26,269,19:30:00,26.943
2017,9,26,269,19:40:00,26.8066
2017,9,26,269,19:50:00,26.7309
2017,9,26,269,20:00:00,26.6776
2017,9,26,269,20:10:00,26.6315
2017,9,26,269,20:20:00,26.6641
2017,9,26,269,20:30:00,26.6296
2017,9,26,269,20:40:00,26.593
2017,9,26,269,20:50:00,26.5109
2017,9,26,269,21:00:00,26.458
2017,9,26,269,21:10:00,26.4397
2017,9,26,269,21:20:00,26.4017
2017,9,26,269,21:30:00,26.3374
2017,9,26,269,21:40:00,26.3533
2017,9,26,269,21:50:00,26.3798
2017,9,26,269,22:00:00,26.2544
2017,9,26,269,22:10:00,26.2716
2017,9,26,269,22:20:00,26.314
2017,9,26,269,22:30:00,26.2885
2017,9,26,269,22:40:00,26.305
2017,9,26,269,22:50:00,26.3045
2017,9,26,269,23:00:00,26.2794
2017,9,26,269,23:10:00,26.3735
2017,9,26,269,23:20:00,26.3866
2017,9,26,269,23:30:00,26.4844
2017,9,26,269,23:40:00,26.5737
2017,9,26,269,23:50:00,26.6702
2017,9,27,270,00:00:00,26.5818
2017,9,27,270,00:10:00,26.9214
2017,9,27,270,00:20:00,27.0458
2017,9,27,270,00:30:00,27.2098
2017,9,27,270,00:40:00,27.2541
2017,9,27,270,00:50:00,27.5313
2017,9,27,270,01:00:00,28.0007
2017,9,27,270,01:10:00,28.4334
2017,9,27,270,01:20:00,27.9945
2017,9,27,270,01:30:00,28.825
2017,9,27,270,01:40:00,29.0924
2017,9,27,270,01:50:00,29.6419
2017,9,27,270,02:00:00,30.4296
2017,9,27,270,02:10:00,30.0674
2017,9,27,270,02:20:00,30.3325
2017,9,27,270,02:30:00,31.339
2017,9,27,270,02:40:00,31.152
2017,9,27,270,02:50:00,30.3216
2017,9,27,270,03:00:00,30.7875
2017,9,27,270,03:10:00,31.1464
2017,9,27,270,03:20:00,31.0333
2017,9,27,270,03:30:00,31.1397
2017,9,27,270,03:40:00,30.847
2017,9,27,270,03:50:00,31.4489
2017,9,27,270,04:00:00,31.7484
2017,9,27,270,04:10:00,32.1652
2017,9,27,270,04:20:00,33.1093
2017,9,27,270,04:30:00,32.6392
2017,9,27,270,04:40:00,32.2637
2017,9,27,270,04:50:00,32.6162
2017,9,27,270,05:00:00,32.0654
2017,9,27,270,05:10:00,32.1453
2017,9,27,270,05:20:00,32.7082
2017,9,27,270,05:30:00,33.0722
2017,9,27,270,05:40:00,33.047
2017,9,27,270,05:50:00,33.2981
2017,9,27,270,06:00:00,34.1315
2017,9,27,270,06:10:00,34.2901
2017,9,27,270,06:20:00,34.1156
2017,9,27,270,06:30:00,34.7694
2017,9,27,270,06:40:00,35.2267
2017,9,27,270,06:50:00,33.6091
2017,9,27,270,07:00:00,33.6585
2017,9,27,270,07:10:00,32.4426
2017,9,27,270,07:20:00,33.2491
2017,9,27,270,07:30:00,33.3444
2017,9,27,270,07:40:00,32.6849
2017,9,27,270,07:50:00,33.7933
2017,9,27,270,08:00:00,34.8856
2017,9,27,270,08:10:00,35.1396
2017,9,27,270,08:20:00,33.5829
2017,9,27,270,08:30:00,34.1384
2017,9,27,270,08:40:00,34.5687
2017,9,27,270,08:50:00,33.1174
2017,9,27,270,09:00:00,34.1077
2017,9,27,270,09:10:00,34.0499
2017,9,27,270,09:20:00,31.9129
2017,9,27,270,09:30:00,31.0594
2017,9,27,270,09:40:00,31.0903
2017,9,27,270,09:50:00,31.0848
2017,9,27,270,10:00:00,30.9724
2017,9,27,270,10:10:00,31.1279
2017,9,27,270,10:20:00,30.5171
2017,9,27,270,10:30:00,30.6412
2017,9,27,270,10:40:00,30.3142
2017,9,27,270,10:50:00,30.3371
2017,9,27,270,11:00:00,30.3347
2017,9,27,270,11:10:00,30.3202
2017,9,27,270,11:20:00,30.2365
2017,9,27,270,11:30:00,29.925
2017,9,27,270,11:40:00,30.0637
2017,9,27,270,11:50:00,29.9813
2017,9,27,270,12:00:00,29.8407
2017,9,27,270,12:10:00,29.6165
2017,9,27,270,12:20:00,29.3919
2017,9,27,270,12:30:00,29.3627
2017,9,27,270,12:40:00,29.2339
2017,9,27,270,12:50:00,29.2554
2017,9,27,270,13:00:00,29.1101
2017,9,27,270,13:10:00,29.2092
2017,9,27,270,13:20:00,28.978
2017,9,27,270,13:30:00,29.0811
2017,9,27,270,13:40:00,28.9364
2017,9,27,270,13:50:00,28.8832
2017,9,27,270,14:00:00,28.732
2017,9,27,270,14:10:00,28.604
2017,9,27,270,14:20:00,28.5648
2017,9,27,270,14:30:00,28.6042
2017,9,27,270,14:40:00,28.6632
2017,9,27,270,14:50:00,28.6123
2017,9,27,270,15:00:00,28.5566
2017,9,27,270,15:10:00,28.467
2017,9,27,270,15:20:00,28.3951
2017,9,27,270,15:30:00,28.4448
2017,9,27,270,15:40:00,28.4711
2017,9,27,270,15:50:00,28.5738
2017,9,27,270,16:00:00,28.4691
2017,9,27,270,16:10:00,28.569
2017,9,27,270,16:20:00,28.2883
2017,9,27,270,16:30:00,28.4306
2017,9,27,270,16:40:00,28.4854
2017,9,27,270,16:50:00,28.3933
2017,9,27,270,17:00:00,28.4109
2017,9,27,270,17:10:00,28.2215
2017,9,27,270,17:20:00,28.0529
2017,9,27,270,17:30:00,27.8934
2017,9,27,270,17:40:00,27.8012
2017,9,27,270,17:50:00,28.0456
2017,9,27,270,18:00:00,27.8536
2017,9,27,270,18:10:00,27.7711
2017,9,27,270,18:20:00,27.9074
2017,9,27,270,18:30:00,27.7555
2017,9,27,270,18:40:00,27.7164
2017,9,27,270,18:50:00,27.6841
2017,9,27,270,19:00:00,27.6069
2017,9,27,270,19:10:00,27.4774
2017,9,27,270,19:20:00,27.3509
2017,9,27,270,19:30:00,27.3291
2017,9,27,270,19:40:00,27.3488
2017,9,27,270,19:50:00,27.2704
2017,9,27,270,20:00:00,27.2855
2017,9,27,270,20:10:00,27.3021
2017,9,27,270,20:20:00,27.2458
2017,9,27,270,20:30:00,27.1889
2017,9,27,270,20:40:00,27.1731
2017,9,27,270,20:50:00,27.1483
2017,9,27,270,21:00:00,27.277
2017,9,27,270,21:10:00,27.3039
2017,9,27,270,21:20:00,27.3509
2017,9,27,270,21:30:00,27.3658
2017,9,27,270,21:40:00,27.3871
2017,9,27,270,21:50:00,27.3057
2017,9,27,270,22:00:00,27.151
2017,9,27,270,22:10:00,27.107
2017,9,27,270,22:20:00,27.1826
2017,9,27,270,22:30:00,27.1146
2017,9,27,270,22:40:00,27.0872
2017,9,27,270,22:50:00,27.1194
2017,9,27,270,23:00:00,27.0683
2017,9,27,270,23:10:00,27.0617
2017,9,27,270,23:20:00,27.0319
2017,9,27,270,23:30:00,26.9769
2017,9,27,270,23:40:00,27.1311
2017,9,27,270,23:50:00,27.5322
2017,9,28,271,00:00:00,27.7987
2017,9,28,271,00:10:00,27.9581
2017,9,28,271,00:20:00,27.3939
2017,9,28,271,00:30:00,27.9049
2017,9,28,271,00:40:00,28.7355
2017,9,28,271,00:50:00,29.6646
2017,9,28,271,01:00:00,29.4884
2017,9,28,271,01:10:00,29.1744
2017,9,28,271,01:20:00,28.8072
2017,9,28,271,01:30:00,28.9164
2017,9,28,271,01:40:00,29.6928
2017,9,28,271,01:50:00,30.5199
2017,9,28,271,02:00:00,30.2436
2017,9,28,271,02:10:00,30.3416
2017,9,28,271,02:20:00,30.1386
2017,9,28,271,02:30:00,30.3355
2017,9,28,271,02:40:00,30.7497
2017,9,28,271,02:50:00,31.5051
2017,9,28,271,03:00:00,30.8716
2017,9,28,271,03:10:00,30.9252
2017,9,28,271,03:20:00,31.3567
2017,9,28,271,03:30:00,32.2484
2017,9,28,271,03:40:00,32.3509
2017,9,28,271,03:50:00,33.7963
2017,9,28,271,04:00:00,33.6737
2017,9,28,271,04:10:00,33.8086
2017,9,28,271,04:20:00,33.4477
2017,9,28,271,04:30:00,33.0891
2017,9,28,271,04:40:00,33.3675
2017,9,28,271,04:50:00,33.7984
2017,9,28,271,05:00:00,32.6962
2017,9,28,271,05:10:00,33.2853
2017,9,28,271,05:20:00,33.4492
2017,9,28,271,05:30:00,34.3068
2017,9,28,271,05:40:00,33.8664
2017,9,28,271,05:50:00,33.6404
2017,9,28,271,06:00:00,34.4846
2017,9,28,271,06:10:00,34.5976
2017,9,28,271,06:20:00,33.917
2017,9,28,271,06:30:00,34.8971
2017,9,28,271,06:40:00,35.523
2017,9,28,271,06:50:00,36.0168
2017,9,28,271,07:00:00,34.9026
2017,9,28,271,07:10:00,34.7525
2017,9,28,271,07:20:00,34.6078
2017,9,28,271,07:30:00,34.53
2017,9,28,271,07:40:00,35.1866
2017,9,28,271,07:50:00,35.1288
2017,9,28,271,08:00:00,35.4551
2017,9,28,271,08:10:00,34.0237
2017,9,28,271,08:20:00,33.5319
2017,9,28,271,08:30:00,34.0366
2017,9,28,271,08:40:00,33.8519
2017,9,28,271,08:50:00,34.2832
2017,9,28,271,09:00:00,33.7065
2017,9,28,271,09:10:00,34.5634
2017,9,28,271,09:20:00,33.9506
2017,9,28,271,09:30:00,33.319
2017,9,28,271,09:40:00,33.8797
2017,9,28,271,09:50:00,33.776
2017,9,28,271,10:00:00,33.7799
2017,9,28,271,10:10:00,33.6897
2017,9,28,271,10:20:00,33.3606
2017,9,28,271,10:30:00,33.209
2017,9,28,271,10:40:00,33.0821
2017,9,28,271,10:50:00,32.7802
2017,9,28,271,11:00:00,32.5781
2017,9,28,271,11:10:00,32.3479
2017,9,28,271,11:20:00,31.9252
2017,9,28,271,11:30:00,31.7876
2017,9,28,271,11:40:00,31.5712
2017,9,28,271,11:50:00,31.1904
2017,9,28,271,12:00:00,30.9948
2017,9,28,271,12:10:00,31.0581
2017,9,28,271,12:20:00,30.9576
2017,9,28,271,12:30:00,30.7609
2017,9,28,271,12:40:00,30.6803
2017,9,28,271,12:50:00,30.4662
2017,9,28,271,13:00:00,30.325
2017,9,28,271,13:10:00,30.4758
2017,9,28,271,13:20:00,30.4217
2017,9,28,271,13:30:00,30.189
2017,9,28,271,13:40:00,30.1308
2017,9,28,271,13:50:00,30.1408
2017,9,28,271,14:00:00,30.0202
2017,9,28,271,14:10:00,29.9485
2017,9,28,271,14:20:00,29.8407
2017,9,28,271,14:30:00,29.7924
2017,9,28,271,14:40:00,29.7024
2017,9,28,271,14:50:00,29.6641
2017,9,28,271,15:00:00,29.4811
2017,9,28,271,15:10:00,29.4787
2017,9,28,271,15:20:00,29.4662
2017,9,28,271,15:30:00,29.3974
2017,9,28,271,15:40:00,29.2581
2017,9,28,271,15:50:00,29.1433
2017,9,28,271,16:00:00,29.1733
2017,9,28,271,16:10:00,29.0996
2017,9,28,271,16:20:00,28.9755
2017,9,28,271,16:30:00,28.8657
2017,9,28,271,16:40:00,28.7444
2017,9,28,271,16:50:00,28.7657
2017,9,28,271,17:00:00,28.6982
2017,9,28,271,17:10:00,28.6362
2017,9,28,271,17:20:00,28.5741
2017,9,28,271,17:30:00,28.5276
2017,9,28,271,17:40:00,28.5131
2017,9,28,271,17:50:00,28.5023
2017,9,28,271,18:00:00,28.378
2017,9,28,271,18:10:00,28.3279
2017,9,28,271,18:20:00,28.1462
2017,9,28,271,18:30:00,27.9725
2017,9,28,271,18:40:00,27.8692
2017,9,28,271,18:50:00,27.9333
2017,9,28,271,19:00:00,27.9323
2017,9,28,271,19:10:00,28.026
2017,9,28,271,19:20:00,28.0671
2017,9,28,271,19:30:00,27.9248
2017,9,28,271,19:40:00,27.9254
2017,9,28,271,19:50:00,27.8587
2017,9,28,271,20:00:00,27.618
2017,9,28,271,20:10:00,27.6275
2017,9,28,271,20:20:00,27.641
2017,9,28,271,20:30:00,27.5143
2017,9,28,271,20:40:00,27.5926
2017,9,28,271,20:50:00,27.5217
